supermercado,producto_nombre,nombre,precio_descuento,precio_normal,precio_por_unidad,unidad,descuentos,url,fecha_extraccion,id_link_producto,fecha,error_type,titulo
,,,,,,,,https://depotexpress.com.ar/productos/desayuno/merm-dulcor-dura-pot-500x/,,3524,,exception,"Message: timeout: Timed out receiving message from renderer: -0.010
  (Session info: chrome=149.0.7827.155)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c3793d]
	chromedriver!(No symbol) [0x7ff7f8c24449]
	chromedriver!(No symbol) [0x7ff7f8c24131]
	chromedriver!(No symbol) [0x7ff7f8c21e01]
	chromedriver!(No symbol) [0x7ff7f8c2273f]
	chromedriver!(No symbol) [0x7ff7f8c31e1a]
	chromedriver!(No symbol) [0x7ff7f8c48a77]
	chromedriver!(No symbol) [0x7ff7f8c5093a]
	chromedriver!(No symbol) [0x7ff7f8c22f01]
	chromedriver!(No symbol) [0x7ff7f8c487a5]
	chromedriver!(No symbol) [0x7ff7f8cdf263]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Delimart,,Cereal Azucarado Skarchitos 240 Gr,2332.19,2332.19,0,,Ninguno,https://www.delimart.com.ar/cereal_azucarado_skarchitos_240_gr2,,3950,2026-06-22,,
Dia,Gaseosa Schweppes Tónica 1.5 Lt.,Gaseosa Schweppes Tónica 1.5 Lt.,3520.0,4400.0,,,,https://diaonline.supermercadosdia.com.ar/gaseosa-schweppes-tonica-15-lt-115296/p,2026-06-22 19:07:14,2359,,,
,,Galletitas dulces Scons Terrabusi 160 g.,,,,,,https://www.carrefour.com.ar/galleta-dulce-scons-terrabusi-160-g-682549/p,,2808,,no_disponible,Carrefour
Delimart,,Queso Crema Crematto Clásico Milkaut 285 Gr,2968.47,2968.47,0,,Ninguno,https://www.delimart.com.ar/queso_crema_crematto_clasico_milkaut_285_gr,,3910,2026-06-22,,
Carrefour,,Galletitas anillos con vainilla Gold Mundo 250 g.,1905,1905,7620,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-anillos-con-vainilla-gold-mundo-250-g/p,,2803,2026-06-22,,
Delimart,,Mermelada Ciruela Arcor 454 Gr,4821.84,4821.84,0,,Ninguno,https://www.delimart.com.ar/mermelada_ciruela_arcor_454_gr2,,4037,2026-06-22,,
Dia,Gin Dry Hered 700 Ml.,Gin Dry Hered 700 Ml.,15522.0,15522.0,,,,https://diaonline.supermercadosdia.com.ar/gin-dry-hered-700-ml-305406/p,2026-06-22 19:08:07,2465,,,
Dia,Lavandina Clasica Heroe 1 Lt.,Lavandina Clasica Heroe 1 Lt.,1100.0,1100.0,,,,https://diaonline.supermercadosdia.com.ar/lavandina-clasica-heroe-1-lt-295864/p,2026-06-22 19:08:11,2619,,,
,,Alimento a base de queso rallado La quesera 100 g.,,,,,,https://www.carrefour.com.ar/alimento-a-base-de-queso-rallado-la-quesera-100-g-664368/p,,2927,,no_disponible,Carrefour
Carrefour,,Caldo de Verdura Maggi 6 uni,741.30,1059,13005.26,1 K.,exclusivo online 30% off,https://www.carrefour.com.ar/clado-de-verdura-maggi-6-uni-694602/p,,3012,2026-06-22,,
Dia,"Gaseosa Con Gas Pomelo Paso de Los Toros 1,5 Lt.","Gaseosa Con Gas Pomelo Paso de Los Toros 1,5 Lt.",3950.0,3950.0,,,,https://diaonline.supermercadosdia.com.ar/gaseosa-con-gas-pomelo-paso-de-los-toros-15-lt-76560/p,2026-06-22 19:08:46,2342,,,
Depot,,DES POETT M.AMBTE PRIMAV 360X,3036.22,3036.22,0,,Ninguno,https://depotexpress.com.ar/productos/limpieza/des-poett-m-ambte-primav-360x/,,3750,2026-06-22,,
Dia,Papel Higiénico Simple Hoja 30 mts 4 Ud.,Papel Higiénico Simple Hoja 30 mts 4 Ud.,2100.0,2100.0,,,2do al 80%,https://diaonline.supermercadosdia.com.ar/papel-higienico-simple-hoja-30-mts-4-ud-16950/p,2026-06-22 19:09:18,2600,,,
Delimart,,Galletitas Chocolinas Blanco 245 Gr,2302.25,2302.25,0,,Ninguno,https://www.delimart.com.ar/galletitas_chocolinas_blanco_245_gr,,3819,2026-06-22,,
Delimart,,Gaseosa Sprite Lima Limón 2.25 Lt,4312.50,4312.50,0,,Ninguno,https://www.delimart.com.ar/gaseosa_sprite_lima_limon_225_lt,,4064,2026-06-22,,
Carrefour,,La Lechera Nutrifuerza 400 grs,5984.25,7979,14960.63,1 K.,35% off tarjeta crf crdito | 35% off cuenta digital | 25% off max 8 unidades,https://www.carrefour.com.ar/la-lechera-nutrifuerza-400-grs-721596/p,,2894,2026-06-22,,
Carrefour,,Desodorante antitranspirante Nivea Men Invisible B&W Roll On 50 ml,2025,2700,5400,100 ML.,2do al 50% max 8 unidades combinable nivea,https://www.carrefour.com.ar/desodorante-antitranspirante-nivea-men-invisible-byw-roll-on-50-ml-494678/p,,3327,2026-06-22,,
,,,,,,,,https://depotexpress.com.ar/productos/bebidas-c-alcohol/aperitivos/fernet-branca-x-450c-c/,,3632,,exception,"Message: timeout: Timed out receiving message from renderer: 0.731
  (Session info: chrome=149.0.7827.155)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c3793d]
	chromedriver!(No symbol) [0x7ff7f8c24449]
	chromedriver!(No symbol) [0x7ff7f8c24131]
	chromedriver!(No symbol) [0x7ff7f8c21e01]
	chromedriver!(No symbol) [0x7ff7f8c2273f]
	chromedriver!(No symbol) [0x7ff7f8c31e1a]
	chromedriver!(No symbol) [0x7ff7f8c48a77]
	chromedriver!(No symbol) [0x7ff7f8c5093a]
	chromedriver!(No symbol) [0x7ff7f8c22f01]
	chromedriver!(No symbol) [0x7ff7f8c487a5]
	chromedriver!(No symbol) [0x7ff7f8cdf71a]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Carrefour,,Puré de tomate Arcor brik 520 g.,1129,1129,2171.15,1 K.,Ninguno,https://www.carrefour.com.ar/pure-de-tomate-arcor-brik-520-g-739689/p,,3018,2026-06-22,,
Carrefour,,Harina de maíz amarilla Albor 800 grs,1990.00,2350,2487.50,1 K.,15%,https://www.carrefour.com.ar/harina-de-maiz-amarilla-albor-800-grs-211677/p,,2831,2026-06-22,,
Dia,Caldo Knorr De Gallina Deshidratado 12 Ud.,Caldo Knorr De Gallina Deshidratado 12 Ud.,2390.0,2990.0,,,,https://diaonline.supermercadosdia.com.ar/caldo-knorr-de-gallina-deshidratado-12-ud-37505/p,2026-06-22 19:01:30,2309,,,
,,,,,,,,https://depotexpress.com.ar/productos/limpieza/jarp-ala-ecolav-mat-3x/,,3736,,exception,"Message: timeout: Timed out receiving message from renderer: 6.677
  (Session info: chrome=149.0.7827.155)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c3793d]
	chromedriver!(No symbol) [0x7ff7f8c24449]
	chromedriver!(No symbol) [0x7ff7f8c24131]
	chromedriver!(No symbol) [0x7ff7f8c21e01]
	chromedriver!(No symbol) [0x7ff7f8c2273f]
	chromedriver!(No symbol) [0x7ff7f8c31e1a]
	chromedriver!(No symbol) [0x7ff7f8c48a77]
	chromedriver!(No symbol) [0x7ff7f8c5093a]
	chromedriver!(No symbol) [0x7ff7f8c22f01]
	chromedriver!(No symbol) [0x7ff7f8c487a5]
	chromedriver!(No symbol) [0x7ff7f8cdf71a]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Delimart,,Galletitas Cofler Rellenas Choco Creamy 85 Gr,1068.89,1068.89,0,,Ninguno,https://www.delimart.com.ar/galletitas_cofler_rellenas_choco_creamy_85_gr,,3780,2026-06-22,,
Delimart,,Mermelada Naranja BC 390 Gr,5213.17,5213.17,0,,Ninguno,https://www.delimart.com.ar/mermelada_naranja_bc_390_gr,,4030,2026-06-22,,
Carrefour,,Caldo de gallina Bulnez 6 uni,594,594,10421.05,1 K.,Ninguno,https://www.carrefour.com.ar/caldo-de-gallina-bulnez-6-uni-746514/p,,3011,2026-06-22,,
,,Whisky Johnnie Walker red label botella 750 ml,,,,,,https://www.carrefour.com.ar/whisky-johnnie-walker-red-label-botella-750-ml-6725/p,,3195,,no_disponible,Carrefour
Dia,Sifon De Soda Sin Tacc Dia 2 Lt.,Sifon De Soda Sin Tacc Dia 2 Lt.,1550.0,1685.0,,,,https://diaonline.supermercadosdia.com.ar/sifon-de-soda-sin-tacc-dia-2-lt-295150/p,2026-06-22 19:02:49,2375,,,
Depot,,ACON PLUSB.BALANCE 1X,2061.19,2061.19,0,,Ninguno,https://depotexpress.com.ar/productos/tocador-y-cosmtica/acon-plusb-balance-1x/,,3699,2026-06-22,,
Dia,"Agua Sin Gas Naranja Vds Levite 2,25 Lt.","Agua Sin Gas Naranja Vds Levite 2,25 Lt.",3550.0,3550.0,,,,https://diaonline.supermercadosdia.com.ar/agua-sin-gas-naranja-vds-levite-225-lt-116178/p,2026-06-22 19:03:21,2364,,,
Carrefour,,Dulce de leche familiar Carrefour classic en pote 400 g.,2601,2890,6502.50,1 K.,Ninguno,https://www.carrefour.com.ar/dulce-de-leche-familiar-carrefour-classic-en-pote-400-g-721485/p,,2952,2026-06-22,,
Dia,Snack Saladix Pizza 100 Gr.,Snack Saladix Pizza 100 Gr.,1722.0,1722.0,,,,https://diaonline.supermercadosdia.com.ar/snack-saladix-pizza-100-gr-78686/p,2026-06-22 19:03:34,2380,,,
Depot,,VINF NAMPE MALBEC 750X,3314.32,3314.32,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-nampe-malbec-750x/,,3623,2026-06-22,,
Depot,,ALGA WHISKAS CARNE 500X,3768.23,3768.23,0,,Ninguno,https://depotexpress.com.ar/productos/alimentos-para-mascotas/alga-whiskas-carne-500x/,,3760,2026-06-22,,
Carrefour,,Acondicionador Pantene restauración 400 ml,10229,10229,25572.50,1 L.,Ninguno,https://www.carrefour.com.ar/acondicionador-pantene-restauracion-400-ml-468360/p,,3321,2026-06-22,,
Dia,Leche Entera Larga Vida Milkaut 1 Lt.,Leche Entera Larga Vida Milkaut 1 Lt.,2600.0,2600.0,,,2do al 50%,https://diaonline.supermercadosdia.com.ar/leche-entera-larga-vida-milkaut-1-lt-307929/p,2026-06-22 19:04:40,2249,,,
Carrefour,,Galletitas Trimak polvorón con chips de chocolate 150 g.,1159,1159,7726.67,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-trimak-polvoron-con-chips-de-chocolate-150-g/p,,2712,2026-06-22,,
Carrefour,,Vino tinto Malbec Elementos 750 ml,7029,7029,9372,1 L.,Ninguno,https://www.carrefour.com.ar/vino-tinto-malbec-elementos-750-cc/p,,3160,2026-06-22,,
Carrefour,,Aceite de girasol Carrefour Classic alto omega pet 900 cc.,3092.60,3290,3436.22,1 L.,Ninguno,https://www.carrefour.com.ar/aceite-de-girasol-carrefour-classic-alto-omega-pet-900-cc-699030-699030/p,,2868,2026-06-22,,
Carrefour,,Mayonesa d' Fiesta 1 kg.,4029,4029,4029,1 K.,Ninguno,https://www.carrefour.com.ar/mayonesa-d-fiesta-1-kg-721945/p,,2986,2026-06-22,,
Delimart,,Galletitas Aires de Lujan X180Gr chocolate,740.48,871.15,0,,Ninguno,https://www.delimart.com.ar/galletitas_aires_de_lujan_x180gr_chocolate,,3767,2026-06-22,,
Delimart,,"Limpiador Líquido Pisos Procenex Desinfectante Original 1,8 Lts",6719.13,6719.13,0,,Ninguno,https://www.delimart.com.ar/limpiador_liquido_pisos_procenex_desinfectante_original_18_lts,,4374,2026-06-22,,
Delimart,,Queso Rallado Milkaut 40 Gr,1479.54,1479.54,0,,Ninguno,https://www.delimart.com.ar/queso_rallado_milkaut_40_gr,,3929,2026-06-22,,
Depot,,MOLTO GRA AMA 300X,1567.31,1567.31,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/cho-molto-gra-ama-300x/,,3689,2026-06-22,,
Dia,Queso Rallado La Paulina 150 Gr.,Queso Rallado La Paulina 150 Gr.,4890.0,6217.0,,,,https://diaonline.supermercadosdia.com.ar/queso-rallado-la-paulina-150-gr-59263/p,2026-06-22 19:06:18,2266,,,
Carrefour,,Galletitas dulces Oreo rellenas con crema 118 g.,1366.15,2276.92,19295.93,1 K.,exclusivo online 2do al 80% iguales,https://www.carrefour.com.ar/galletitas-dulce-oreo-rellenas-con-crema-118-g-715949/p,,2687,2026-06-22,,
Carrefour,,Yerba mate Mañanita bajo polvo 4flex 1 kg,3592.50,4790,4790,1 K.,2do al 50% max 8 unidades combinable mananita,https://www.carrefour.com.ar/yerba-mate-mananita-bajo-polvo-4flex-1-kg/p,,3221,2026-06-22,,
Carrefour,,Nescao polvo chocolatado 300 grs,2960.30,4229,9867.67,1 K.,exclusivo online 30% off,https://www.carrefour.com.ar/nescao-polvo-chocolatado-300-grs-674056/p,,3217,2026-06-22,,
Depot,,PURE TOMATE DONA PUPA 520X,808.63,808.63,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/pure-tomate-dona-pupa-520x/,,3514,2026-06-22,,
Carrefour,,Manteca La Serenísima extra para untar 200 g.,3531.75,4709,23545,1 K.,2do al 50% max 8 unidades combinable la serenisima,https://www.carrefour.com.ar/manteca-la-serenisima-extra-para-untar-200-g/p,,2886,2026-06-22,,
Carrefour,,Té en saquitos Green Hills 50 u.,2759,2759,27590,1 K.,Ninguno,https://www.carrefour.com.ar/te-en-saquitos-green-hills-50-u/p,,3231,2026-06-22,,
Carrefour,,Galletitas crackers Cerealitas clásicas 212 g.,1109.40,1849,8721.70,1 K.,exclusivo online 2do al 80% iguales,https://www.carrefour.com.ar/galletitas-crackers-cerealitas-clasicas-212-g-720563/p,,2815,2026-06-22,,
Dia,Yerba Mate Playadito Suave 500 Gr.,Yerba Mate Playadito Suave 500 Gr.,2835.0,2835.0,,,,https://diaonline.supermercadosdia.com.ar/yerba-mate-playadito-suave-500-gr-269578/p,2026-06-22 19:07:47,2487,,,
Delimart,,Papa Blanca el Kg a,1712.75,1712.75,0,,Ninguno,https://www.delimart.com.ar/papa_blanca_el_kg_a,,4290,2026-06-22,,
Carrefour,,Jabón concentrado Ariel Platinum Botella 500 ml,12279,12279,24558,1 L.,Ninguno,https://www.carrefour.com.ar/jabon-concentrado-ariel-platinum-botella-500-ml-749496/p,,3380,2026-06-22,,
Carrefour,,Galletitas crackers Carrefour classic x3 330 grs,1554.80,1690,4711.52,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-crackers-carrefour-classic-x3-330-grs-473984/p,,2821,2026-06-22,,
Dia,Limpiador Líquido Pisos Procenex Desinfectante Original 900 Ml.,Limpiador Líquido Pisos Procenex Desinfectante Original 900 Ml.,3240.0,3240.0,,,,https://diaonline.supermercadosdia.com.ar/limpiador-liquido-pisos-procenex-desinfectante-original-900-ml-170057/p,2026-06-22 19:08:23,2630,,,
Dia,Desodorante Dove Original 50 Ml.,Desodorante Dove Original 50 Ml.,2799.0,3499.0,,,,https://diaonline.supermercadosdia.com.ar/desodorante-dove-original-50-ml-274286/p,2026-06-22 19:08:29,2586,,,
Carrefour,,Papas fritas Quento sabor limón 82 grs,2590,2590,31585.37,1 K.,Ninguno,https://www.carrefour.com.ar/papas-fritas-quento-sabor-limon-761106/p,,3124,2026-06-22,,
,,,,,,,,https://www.delimart.com.ar/jugo_de_naranaja_la_campagnola_bc_x_1_lt,,4078,,exception,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c3793d]
	chromedriver!(No symbol) [0x7ff7f8c91aad]
	chromedriver!(No symbol) [0x7ff7f8c91dac]
	chromedriver!(No symbol) [0x7ff7f8ce27d7]
	chromedriver!(No symbol) [0x7ff7f8cdf39b]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Carrefour,,Aritos de cereal 3 Arroyos frutado bolsa 160 g.,1679,1679,10493.75,1 K.,Ninguno,https://www.carrefour.com.ar/aritos-de-cereal-3-arroyos-frutado-bolsa-160-g-293235/p,,2946,2026-06-22,,
Delimart,,Jugo BC Manzana 1 L,2805.84,2805.84,0,,Ninguno,https://www.delimart.com.ar/jugo_bc_manzana_1_l,,4079,2026-06-22,,
Dia,Cerveza Lata Miller 473 Ml.,Cerveza Lata Miller 473 Ml.,2613.75,3485.0,,,,https://diaonline.supermercadosdia.com.ar/cerveza-lata-miller-473-ml-112542/p,2026-06-22 19:09:22,2392,,,
Delimart,,Pera el kilo a,5000.00,5000.00,0,,Ninguno,https://www.delimart.com.ar/pera_el_kilo_a,,4288,2026-06-22,,
Carrefour,,Mermelada Arcor de durazno 454 g.,3129,3129,6892.07,1 K.,Ninguno,https://www.carrefour.com.ar/mermelada-arcor-de-durazno-454-g/p,,3033,2026-06-22,,
Carrefour,,Zorro Deluxe Suavizante Oriental 900 ml,3429,3429,3810,1 L.,Ninguno,https://www.carrefour.com.ar/zorro-deluxe-suavizante-oriental-900-ml-730460/p,,3384,2026-06-22,,
Carrefour,,Toallas femeninas Carrefour con alas 8 u.,891,990,111.38,1 U.,Ninguno,https://www.carrefour.com.ar/toallas-femeninas-carrefour-con-alas-8-u/p,,3361,2026-06-22,,
Delimart,,Galletitas Dulces Porteñitas 139g,1438.90,1438.90,0,,Ninguno,https://www.delimart.com.ar/galletitas_dulces_portenitas_139g,,3789,2026-06-22,,
Delimart,,Queso Cremoso Cremigal Fracc Aprox 900g,9478.58,11151.27,0,,Ninguno,https://www.delimart.com.ar/queso_cremoso_cremigal_fracc_aprox_900g,,3917,2026-06-22,,
Delimart,,Fideos Largos Spaghetti Lucchetti 500 Gr,1594.98,1594.98,0,,Ninguno,https://www.delimart.com.ar/fideos_largos_spaghetti_lucchetti_500_gr2,,3876,2026-06-22,,
Carrefour,,Galletitas de chocolate Carrefour Classic rellenas de vainillas 120 grs,991.90,1090,8265.83,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-de-chocolate-carrefour-classic-rellenas-de-vainillas-120-grs-763860/p,,2783,2026-06-22,,
Dia,Desodorante femenino Nivea Pearl & Beauty Roll On 50 ml,Desodorante femenino Nivea Pearl & Beauty Roll On 50 ml,2160.0,2700.0,,,,https://diaonline.supermercadosdia.com.ar/desodorante-femenino-nivea-pearl---beauty-roll-on-50-ml-31485/p,2026-06-22 19:01:58,2587,,,
Carrefour,,Soda Carrefour Classic sifón 2 lts,1610,1750,805,1 L.,Ninguno,https://www.carrefour.com.ar/soda-carrefour-classic-sifon-2-lts-726409/p,,3102,2026-06-22,,
Carrefour,,Pollo entero congelado x kg.,4100,4100,4100,1 K.,Ninguno,https://www.carrefour.com.ar/pollo-entero-congelado-x-kg-699692/p,,3248,2026-06-22,,
Depot,,GIN BRIGHTON 700X,9280.00,9280.00,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/blancas-y-licores/gin-brighton-700x/,,3649,2026-06-22,,
Depot,,VINF HAROLDOS ESTATE MALBEC 750X,4874.82,4874.82,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-l-harold-estate-malbec-750x/,,3621,2026-06-22,,
Carrefour,,Toalla Calipso normal 16 uni,2289,2289,143.06,1 U.,Ninguno,https://www.carrefour.com.ar/toalla-calipso-normal-16-uni-725996/p,,3359,2026-06-22,,
Carrefour,,Galletitas crackers Criollitas más grandes x3 507 grs,3495,3495,6893.49,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-crackers-criollitas-mas-grandes-x3-507-grs-441448/p,,2811,2026-06-22,,
Carrefour,,Dulce de leche Santa clara 400 g.,3089,3089,7722.50,1 K.,Ninguno,https://www.carrefour.com.ar/dulce-de-leche-santa-clara-400-g-722007/p,,2951,2026-06-22,,
Dia,Vino Tinto Trapiche Alaris Malbec 750 ml.,Vino Tinto Trapiche Alaris Malbec 750 ml.,5769.0,5769.0,,,,https://diaonline.supermercadosdia.com.ar/vino-tinto-trapiche-alaris-malbec-750-ml-57773/p,2026-06-22 19:04:02,2445,,,
Carrefour,,Alimento seco para perro maintenance Criadores adult 15 kg.,32659,32659,0,,Ninguno,https://www.carrefour.com.ar/alimento-seco-para-perro-maintenance-criadores-adult-15-kg-672977/p,,3417,2026-06-22,,
Depot,,CRED ORAL-B 4 EN 1 PASTA DENTAL 180X,5265.42,5265.42,0,,Ninguno,https://depotexpress.com.ar/productos/tocador-y-cosmtica/cred-oral-b-4-en-1-pasta-dental-180x/,,3718,2026-06-22,,
Dia,Toallita Femenina Kotex Esencial 16 Ud.,Toallita Femenina Kotex Esencial 16 Ud.,2850.0,4390.0,,,,https://diaonline.supermercadosdia.com.ar/toallita-femenina-kotex-esencial-16-ud-276724/p,2026-06-22 19:04:43,2613,,,
Carrefour,,Cerveza Grolsch Ipa 473 ml,2849.25,3799,8031.71,1 L.,2do al 50% max 48 unidades combinable grolsch,https://www.carrefour.com.ar/cerveza-grolsch-ipa-473-ml-709079/p,,3155,2026-06-22,,
Delimart,,Rollos de cocina Vual grofado 120 paños,1773.02,2085.90,0,,Ninguno,https://www.delimart.com.ar/rollos_de_cocina_vual_grofado_120_panos,,4389,2026-06-22,,
Carrefour,,Galletitas de limón Maná livianas 136 g.,1309,1309,9625,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-de-limon-mana-livianas-136-g-708525/p,,2770,2026-06-22,,
,,Mermelada Carrefour Classic de arándanos 454 g.,,,,,,https://www.carrefour.com.ar/mermelada-carrefour-classic-de-arandanos-454-g-739420/p,,3052,,no_disponible,Mermelada Carrefour Classic de arándanos 454 g. - Carrefour
Carrefour,,Whisky importado Jack Daniels tennessee fire en botella 700 ml,41362.50,55150,59089.29,1 L.,35% off tarjeta crf crdito | 35% off cuenta digital | 25% off max 8 unidades,https://www.carrefour.com.ar/whisky-importado-jack-daniels-tennessee-fire-en-botella-700-ml-750302/p,,3198,2026-06-22,,
Delimart,,Huevos Ecológicos Color La Sofia x Mapple 30 un,10150.00,10150.00,0,,Ninguno,https://www.delimart.com.ar/huevos_ecologicos_color_la_sofia_x_mapple_30_un,,3966,2026-06-22,,
Carrefour,,Puré de tomate Carrefour classic 520 g.,719.10,799,1382.88,1 K.,Ninguno,https://www.carrefour.com.ar/pure-de-tomate-carrefour-classic-520-g/p,,3017,2026-06-22,,
Delimart,,Gaseosa Mirinda Manzana 2.25 Lt,1933.63,1933.63,0,,Ninguno,https://www.delimart.com.ar/gaseosa_mirinda_manzana_225_lt,,4048,2026-06-22,,
Delimart,,Atun Lomitos Al Natural Bahia 170 Gr,3612.75,3612.75,0,,Ninguno,https://www.delimart.com.ar/atun_lomitos_al_natural_bahia_170_gr,,4270,2026-06-22,,
Carrefour,,Edulcorante líquido Hileret con stevia 200 cc.,4454.25,5939,29695,1 L.,2do al 50% max 8 unidades combinable hileret,https://www.carrefour.com.ar/edulcorante-liquido-hileret-con-stevia-200-cc/p,,2966,2026-06-22,,
Carrefour,,Alimento húmedo para perro Pedigree 100 g. adultos carne,1402,1402,0,,Ninguno,https://www.carrefour.com.ar/alimento-humedo-para-perro-pedigree-100-g-adultos-carne-597820/p,,3435,2026-06-22,,
Dia,Té Común La Virginia Saquitos 50 Ud.,Té Común La Virginia Saquitos 50 Ud.,1565.0,1735.0,,,,https://diaonline.supermercadosdia.com.ar/te-comun-la-virginia-saquitos-50-ud-276572/p,2026-06-22 19:06:35,2500,,,
Delimart,,Gaseosa Paso De Los Toros Pomelo 2.25 Lt,3473.38,3473.38,0,,Ninguno,https://www.delimart.com.ar/gaseosa_paso_de_los_toros_pomelo_225_lt,,4059,2026-06-22,,
Depot,,SALF DOS ANCLAS FIN PTE 500X,1212.50,1212.50,0,,Ninguno,https://depotexpress.com.ar/productos/ofertas/sal-dos-anclas-fina-500x/,,3492,2026-06-22,,
Dia,Alimento Para Gato Pesacado & Salmon Gati 8 Kg.,Alimento Para Gato Pesacado & Salmon Gati 8 Kg.,26633.0,26633.0,,,,https://diaonline.supermercadosdia.com.ar/alimento-para-gato-pesacado---salmon-gati-8-kg-307991/p,2026-06-22 19:07:19,2654,,,
